
170, 3896378647, Wood Block_2
171, 3896378648, Shamisen
172, 3896378655, Steel Drums
173, 3896378660, Fl. Key Click
174, 3896378661, Mandolin_2
175, 3896378667, Mandolin_1
176, 3896378672, Explosion
177, 3896378673, Punch
178, 3896378676, Agogo
179, 3896378679, Ocarina_2
180, 3896378680, Ocarina_1
181, 3896378686, Goblin
182, 3896378697, Echo Drops
183, 3896378702, Ice Rain_1
184, 3896378708, Siren
185, 3896378711, Machine Gun
186, 3896378712, Gun Shot
187, 3896378713, Telephone 2
188, 3896378714, Starship
189, 3896378717, Jet Plane
190, 3896378718, Train
191, 3896378721, Footsteps
192, 3896378722, Windchimes
193, 3896378723, Bubbles
194, 3896378724, Heart Beat
195, 3896378725, Car-Pass
196, 3896378728, Door
197, 3896378729, Scream
198, 3896378730, Car-Stop
199, 3896378731, Door Creaking
200, 3896378732, Horse Gallop
201, 3896378733, Thunder
202, 3896378736, String Slap
203, 3896378737, Laughing
204, 3896378738, Car-Engine
205, 3896378741, Dog
206, 3896378742, Rain
207, 3896378743, Cut Noise
208, 3896378744, Charang_2
209, 3896378755, Sine Wave
210, 3896378764, Synth Calliope_2
211, 3896378773, Saw Lead 2_3
212, 3896378782, Square Lead 2
213, 3896378791, Concert Choir
214, 3896378804, CP-80 EP
215, 3896378821, Harmonica
216, 3896378828, Space Voice
217, 3896378830, Celeste
218, 3896378836, Charang_1
219, 3896378845, Solo Vox_2
220, 3896378854, Vibraphone
221, 3896378861, Xylophone
222, 3896378866, Clavinet_2
223, 3896378875, Clavinet_1
224, 3896378884, Trumpet
225, 3896378892, Slap Bass 1
226, 3896378899, Jazz Guitar
227, 3896378921, Halo Pad
228, 3896378928, Solo Vox_1
229, 3896378936, Chiffer Lead
230, 3896378938, Synth Voice
231, 3896378945, Koto
232, 3896378948, Banjo
233, 3896378952, Bandoneon_1
234, 3896378966, Bandoneon_2
235, 3896378980, Reed Organ_1
236, 3896378993, Italian Accord._2
237, 3896379006, Italian Accord._1
238, 3896379020, Accordion_2
239, 3896379034, Accordian_1
240, 3896379047, Orchestra Hit
241, 3896379050, Timpani
242, 3896379057, Organ Percussion
243, 3896379064, Organ Fast Cycle
244, 3896379074, Organ Slow Cycle
245, 3896379079, Trombone
246, 3896379087, Synth Calliope_1
247, 3896379088, Bottle Blow_3
248, 3896379089, Bottle Blow_2
249, 3896379090, Shakuhachi
250, 3896379091, Whistle-Hard
251, 3896379097, Bottle Blow_1
252, 3896379102, Pan Flute
253, 3896379107, English Horn
254, 3896379115, Bassoon
255, 3896379130, Viola
256, 3896379144, Fretless Bass
257, 3896379149, Hammond Organ
258, 3896379161, 5th Saw Wave
259, 3896379164, Atmosphere
260, 3896379176, Soundtrack
261, 3896379179, Bowed Glass
262, 3896379183, Polysynth_2
263, 3896379189, Polysynth_1
264, 3896379195, Percussive Saw Wave
265, 3896379198, Metal Pad
266, 3896379209, 12-String Gt._2
267, 3896379220, Steel Guitar
268, 3896379231, Hawaiian Guitar
269, 3896379233, 12-String Gt._1
270, 3896379236, Sitar
271, 3896379241, Muted Guitar
272, 3896379247, Nylon Guitar
273, 3896379259, Bell Tower
274, 3896379268, Applause
275, 3896379269, Telephone 1
276, 3896379273, Seashore
277, 3896379276, Clarinet
278, 3896379283, Recorder
279, 3896379291, Tenor Sax
280, 3896379310, Soprano Sax
281, 3896379322, Piccolo
282, 3896379332, Tuba
283, 3896379337, Muted Trumpet
284, 3896379343, Pizzicato Strings
285, 3896379350, Pipe Organ
286, 3896379363, Brass Section
287, 3896379370, Pick Bass
288, 3896379377, Finger Bass
289, 3896379382, Dulcimer
290, 3896379395, Tubular Bells
291, 3896379403, Glockenspiel
292, 3896379412, Synth Strings 2_2
293, 3896379417, Synth Strings 2_1
294, 3896379422, Honky-Tonk
295, 3896379432, Overdrive Guitar
296, 3896379454, Clean Guitar
297, 3896379464, Baritone Sax
298, 3896379474, Howling Winds
299, 3896379477, Mystery Pad
300, 3896379478, Solar Wind
301, 3896379482, Whistlin'
302, 3896379486, Techno Bass
303, 3896379487, Ukulele
304, 3896379488, Guitar Harmonics
305, 3896379496, Voice Oohs
306, 3896379505, Kalimba
307, 3896379511, Shenai
308, 3896379520, Tinker Bell
309, 3896379528, Wood Block_1
310, 3896379533, Fret Noise
311, 3896379534, Helicopter
312, 3896379535, EOI
